tickIdx,liquidityNet,timestamp,current_tick,pool_id,cumulative_liquidity
-887270,14931076389113269,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14931076389113269
-887260,23703747677073,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14954780136790342
-886800,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14954780136790342
-875030,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14954780136790342
-460540,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14954780136790342
-332730,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14954780136790342
-203000,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14954780136790342
-202860,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14954780136790342
-202710,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14954780136790342
-202540,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14954780136790342
-92110,398290794261,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-83760,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-83700,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-82720,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-82710,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-82660,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-82650,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-81220,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-78240,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-77290,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-77070,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-76280,29651014881301328537,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,29665970059728913140
-76010,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,29665970059728913140
-75980,-29651014881301328537,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-75630,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-75520,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-75410,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-75060,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-46050,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
-32190,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14955178427584603
0,13570724854034,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
100,100,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438737
110,-100,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
150,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
200,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
350,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
22990,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
23030,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
35380,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
35440,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
35620,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
35670,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
43530,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
43550,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
46050,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
62150,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
62340,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
69080,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
70660,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
70860,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
70870,0,1741042803,199512,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,14968749152438637
