tickIdx,liquidityNet,cumulative_liquidity,timestamp,current_tick,pool_id
-887220,1.3393376992811925e+23,1.3393376992811925e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-359940,0.0,1.3393376992811925e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-359340,0.0,1.3393376992811925e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-301980,0.0,1.3393376992811925e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-278760,9.235114715599992e+21,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-266760,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-256920,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-254220,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-250200,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-248940,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-246480,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-246420,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-244200,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-240480,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-239880,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-239040,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-238200,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
-237720,0.0,1.4316888464371924e+23,1733611375,-188588,0x11950d141ecb863f01007add7d1a342041227b58
