tickIdx,liquidityNet,timestamp,current_tick,pool_id,cumulative_liquidity
-887220,173421120022777373976028,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,173421120022777373976028
-375000,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,173421120022777373976028
-359940,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,173421120022777373976028
-359340,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,173421120022777373976028
-348900,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,173421120022777373976028
-345420,2038846862135397279386,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,175459966884912771255414
-301980,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,175459966884912771255414
-278760,9235114715599991229359,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-266760,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-256920,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-254220,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-250200,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-248940,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-246480,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-246420,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-244200,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-240480,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-239880,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-239040,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-238200,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-237720,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
-237240,0,1740718802,-194764,0x11950d141ecb863f01007add7d1a342041227b58,184695081600512762484773
