tickIdx,liquidityNet,timestamp,current_tick,pool_id,cumulative_liquidity
-887220,142965585682021759320064,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,142965585682021759320064
-375000,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,142965585682021759320064
-359940,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,142965585682021759320064
-359340,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,142965585682021759320064
-348900,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,142965585682021759320064
-301980,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,142965585682021759320064
-278760,9235114715599991734272,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-266760,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-256920,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-254220,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-250200,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-248940,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-246480,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-246420,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-244200,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-240480,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-239880,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-239040,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-238200,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-237720,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-237240,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-237180,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,152200700397621751054336
-237060,9774809955922891243520,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,161975510353544642297856
-236640,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,161975510353544642297856
-235380,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,161975510353544642297856
-235260,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,161975510353544642297856
-235080,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,161975510353544642297856
-235020,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,161975510353544642297856
-234780,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,161975510353544642297856
-234540,0,1734087602,-189207,0x11950d141ecb863f01007add7d1a342041227b58,161975510353544642297856
