transaction_hash,sender,recipient,gas,gasPrice,gasPriceAdjusted,value,WBTCTokens,ETHTokens,WBTCTokensAdjusted,ETHTokensAdjusted,block,timestamp
0xd9967fb50c9a9e2483b677a5c7aec81adc7544a685c5c8548e6d6426b0cc3bda,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,145303,40753504436,4.0753504436e-08,0.0,-64630243,17195127552785436672,-0.64630243,17.195127552785436,21169829,2024-11-12 06:31:47+00:00
0x5c709995e1fce82470711cdf56c1e82e400c939efaf49cb030d266deb42ab75f,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,1002304,31722243720,3.172224372e-08,0.0,-584067501,155840062121705392139,-5.84067501,155.8400621217054,21169885,2024-11-12 06:43:11+00:00
0xc3fb6aea43e167e147f9aef54a2c188328ced76c359fac388060038d98e18829,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,288836,1820689547507,1.820689547507e-06,2.1169886e-11,466159875,-123700176610107371988,4.66159875,-123.70017661010738,21169886,2024-11-12 06:43:23+00:00
0xdebb1833b5361847b2cb0d0aa2e502a17c9439141606252caa58df5a138b1d0e,0x1BF621Aa9ceE3F6154881c25041bB39AEd4ca7Cc,0x1BF621Aa9ceE3F6154881c25041bB39AEd4ca7Cc,220941,47194794399,4.7194794399e-08,0.0,86436079,-22880821861318135571,0.86436079,-22.880821861318136,21169915,2024-11-12 06:49:11+00:00
0xd1278d722739a9a3756c64282e394fa7ba8a8604d24df237afda7ea5e564506d,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,153442,26548519985,2.6548519985e-08,0.0,78931243,-20878968306080123981,0.78931243,-20.878968306080125,21169916,2024-11-12 06:49:23+00:00
0x538b034ef11ad35d4145a98aec79600f4da1429509e383dd0ff6e4fc9f7b4a0d,0x5D5B7c8A86f833bE90A96FF3860246a93F208bc0,0x0250f06fc76297Fe28D0981F0566F1c0445B3cFE,136553,29470462880,2.947046288e-08,0.0,66879455,-17679658211653914993,0.66879455,-17.679658211653916,21169922,2024-11-12 06:50:35+00:00
0xc04fb45d140ad462e6f7f504820355d55dcd259eded63cd73304ab5d10c07bef,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,242830,28631408248,2.8631408248e-08,0.0,24000000,-6341887927306495066,0.24,-6.341887927306495,21169925,2024-11-12 06:51:11+00:00
0x627be0ea35265c757c9b97d63f2e37b7075654dfdd84ca1f37b7f85ce99a53a3,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,1047943,29851044032,2.9851044032e-08,0.0,-497590587,132555793368360791238,-4.97590587,132.55579336836078,21169929,2024-11-12 06:51:59+00:00
0x7db734b28063096ffe155f50b1058f4850efbb3d9e009585314c32c57cf1eb48,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,371157,26258385750,2.625838575e-08,0.0,459389202,-121667217906635110316,4.59389202,-121.66721790663512,21169930,2024-11-12 06:52:11+00:00
0xec963ebf195cc7529635e054f3e705f53ee4ae6691f18ebe31b10a6c132d5a11,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,351786,26292758351,2.6292758351e-08,6.3,-23690386,6300000000000000000,-0.23690386,6.3,21170014,2024-11-12 07:08:59+00:00
0x9fb0f437bc0d615d3c990d9713e3952370eaa14d0572e7cc677dcf032498dd6b,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,213420,26164598421,2.6164598421e-08,4.677386e-12,42913414,-11342666090216621203,0.42913414,-11.342666090216621,21170246,2024-11-12 07:55:47+00:00
0x10f90a32e14150d59a260415533176cc98320a45f36927e273eb167084d5441d,0x3451B6b219478037a1AC572706627FC2BDa1e812,0x3451B6b219478037a1AC572706627FC2BDa1e812,555481,28417305140,2.841730514e-08,0.0,40621281,-10732871857389381751,0.40621281,-10.732871857389382,21170249,2024-11-12 07:56:35+00:00
0x52d68fc58f36718bc58a29499d8ccf499cda65553cdc0e65de602dde67ae2ccd,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,285840,25835449253,2.5835449253e-08,6.703872e-12,45681533,-12065295723432283837,0.45681533,-12.065295723432284,21170252,2024-11-12 07:57:11+00:00
0x35161927bcd4a3c6a31b5d0f2351c607a2186957386d96056ba89e55e0d2f544,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,147030,44043556495,4.4043556495e-08,0.0,69510092,-18349534282576809041,0.69510092,-18.34953428257681,21170253,2024-11-12 07:57:23+00:00
0x17a0661a8e49330d094ad679fda8eb490ad13e3964bee090df87dc0de689fb1c,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x000010036C0190E009a000d0fc3541100A07380A,237531,24515454533,2.4515454533e-08,0.0,4957214,-1308195150159550622,0.04957214,-1.3081951501595506,21170267,2024-11-12 08:00:11+00:00
0x9008a3a07245a3d6eef67f94611a989608b63bf02c2356632bf8886bee033262,0x5D5B7c8A86f833bE90A96FF3860246a93F208bc0,0x0250f06fc76297Fe28D0981F0566F1c0445B3cFE,136612,31934951709,3.1934951709e-08,0.0,67303697,-17755617561766920548,0.67303697,-17.755617561766922,21170270,2024-11-12 08:00:47+00:00
0xed48cbf8f0bd3a4ed2b59683dc936c289ab468374fcc0650fb3063b72a3e3e72,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,228836,49435909512,4.9435909512e-08,2.1170271e-11,72736726,-19177109789173990596,0.72736726,-19.17710978917399,21170271,2024-11-12 08:00:59+00:00
0x8e5273d935defafa74ae0d52b4b3e7ffd25cd135c03a066c8813d0d1431d35aa,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,147032,29072112836,2.9072112836e-08,0.0,50776675,-13380052875851963933,0.50776675,-13.380052875851964,21170272,2024-11-12 08:01:11+00:00
0x60587980ca691477e2bd6afe7a66bbb6f7122a2284772e842ec1fc7df1814d5d,0x1BF621Aa9ceE3F6154881c25041bB39AEd4ca7Cc,0x1BF621Aa9ceE3F6154881c25041bB39AEd4ca7Cc,219740,49314039739,4.9314039739e-08,0.0,69515305,-18308147507999905414,0.69515305,-18.308147507999905,21170274,2024-11-12 08:01:35+00:00
0x12f08942d556c65504a68bd9987fab3241d810e21fb3b7e8892ada3a7d41df53,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,146996,33141649679,3.3141649679e-08,0.0,55410195,-14585296051389346829,0.55410195,-14.585296051389347,21170277,2024-11-12 08:02:11+00:00
0x2eaaaaa4e4208f33065b77b6b16e47d5ff2f24fd6d7680859d06af082428b4f0,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,147011,27154483940,2.715448394e-08,0.0,50037128,-13164875873089406671,0.50037128,-13.164875873089407,21170286,2024-11-12 08:03:59+00:00
0xeb6d82d704a0cf1d858a1191c807c6e551dec1d8e6b3f2e63e298c32c9499fc0,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,146975,39526143763,3.9526143763e-08,0.0,63346201,-16658224606161396925,0.63346201,-16.658224606161397,21170287,2024-11-12 08:04:11+00:00
0x48f5b03ff27779161060aad663a16788e52daa4e319c9d83a03659fd95f1d97d,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,1412807,25384936976,2.5384936976e-08,0.0,56000000,-14718670758868937448,0.56,-14.718670758868937,21170289,2024-11-12 08:04:35+00:00
0x40adac6e4e864b3bb85b2619ac6af4cf8bcc95fe571f180b80b8d9464ed32891,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,146988,26611238655,2.6611238655e-08,0.0,46084228,-12107047949866205183,0.46084228,-12.107047949866205,21170298,2024-11-12 08:06:23+00:00
0x03ccc14a70b3f2144b2600a840ad6c544026056e7363a517b8e9e1a41fac9118,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,185772,39565219963,3.9565219963e-08,0.0,74712134,-19617688894329781364,0.74712134,-19.61768889432978,21170302,2024-11-12 08:07:11+00:00
0xc07dd5e9eaa85e7a8f499194ef7347a63fe3c5b1963ea3d6aaf5ed5c11a71cfb,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,233156,26289745410,2.628974541e-08,0.0,1909581,-501250000000000000,0.01909581,-0.50125,21170317,2024-11-12 08:10:11+00:00
0x6317615bbeb6bc6fd3d465fb39b34abb59bf6e37f1c12bad00820a32d4140cae,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,228836,30140566240,3.014056624e-08,2.1170471e-11,41412957,-10868663870288491053,0.41412957,-10.868663870288492,21170471,2024-11-12 08:41:11+00:00
0xa3e50b54d0d4253845eeb8b7bbf2158886550432039c5be02ecd9e2f16e8bbe5,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x69C7bd26512f52bF6F76faB834140D13Dda673Ca,412192,29266284716,2.9266284716e-08,0.0,4968327,-1303671656740207866,0.04968327,-1.3036716567402078,21170520,2024-11-12 08:50:59+00:00
0x408342bac420812342b8fc783c055ea3f427896d81d27512d4742ccf6ae931eb,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,228836,96588573653,9.6588573653e-08,2.1170529e-11,103567287,-27163713424180376069,1.03567287,-27.163713424180376,21170529,2024-11-12 08:52:47+00:00
0xc99adb117d38829037c2e66abfbe44310ddc3726c3ce1b790bf3c51500497909,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,227114,26846129284,2.6846129284e-08,3.427072e-12,56479045,-14803742092529449785,0.56479045,-14.80374209252945,21170530,2024-11-12 08:52:59+00:00
0x164278129ac6c019a081598614f825e13f6ff18637fdcd53813a5e719a3d9f53,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,340947,27501634280,2.750163428e-08,0.0,138810500,-36354829406173021736,1.388105,-36.354829406173025,21170533,2024-11-12 08:53:35+00:00
0x36c351b2fc1ff3f2d7a5db55dbd946eecbc8f74d221afc7112e013abaf449da3,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,141760,33191055162,3.3191055162e-08,0.0,50634783,-13251185752659458719,0.50634783,-13.251185752659458,21170534,2024-11-12 08:53:47+00:00
0x7f053a6a2d000f26d99ca96942be2a73ef6c68708a8859203eeb449cd39ead3b,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,227742,25847965250,2.584796525e-08,5.686528e-12,66409925,-17371307738622315276,0.66409925,-17.371307738622317,21170536,2024-11-12 08:54:11+00:00
0xc01120ac65357e5821aa9ee46c9382bf20388834ddafb687d0f5e01140ea6fba,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,153490,27902904981,2.7902904981e-08,0.0,72446334,-18939621140776877126,0.72446334,-18.93962114077688,21170537,2024-11-12 08:54:23+00:00
0xb67a2b791f66cf2ec59cf47edbfa448ec4b726dab33e5cac8e831e8c0c554059,0x4906FA6188f2614f2452a6D5c8dD11030619c493,0x817648d73Fd85c802cfdE8a29Eba9F68b783cA60,300000,27831871604,2.7831871604e-08,0.0,130000000,-33957967669552358242,1.3,-33.95796766955236,21170548,2024-11-12 08:56:35+00:00
0xbb68b038cdf30349a9c34e349965a4c3d629c86faceded534f86eb38737fbb47,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,185746,30705859635,3.0705859635e-08,0.0,57608993,-15036900685935522089,0.57608993,-15.036900685935523,21170556,2024-11-12 08:58:11+00:00
0xf0c3df3dab7ea8c7229770fc9a6ffbf901ae83278132dedb5a263267f0207a75,0x1BF621Aa9ceE3F6154881c25041bB39AEd4ca7Cc,0x1BF621Aa9ceE3F6154881c25041bB39AEd4ca7Cc,846318,95238865176,9.5238865176e-08,0.0,292499377,-76241183556162927031,2.92499377,-76.24118355616292,21170557,2024-11-12 08:58:23+00:00
0xf3611b5378d5dd44e7f5c8eb37bd7f877f440cd51d01ae49d92a3b7890adb082,0xE592427A0AEce92De3Edee1F18E0157C05861564,0x6A000F20005980200259B80c5102003040001068,1284198,36116763439,3.6116763439e-08,0.0,200000000,-52029397220660979020,2.0,-52.02939722066098,21170564,2024-11-12 08:59:47+00:00
0x55e50c74386e14f2e611737a1f3949ecec926f1b8de8a67cd0ccd4509e9a7c28,0x5D5B7c8A86f833bE90A96FF3860246a93F208bc0,0x0250f06fc76297Fe28D0981F0566F1c0445B3cFE,136985,35429707439,3.5429707439e-08,0.0,89445689,-23242425586464891110,0.89445689,-23.24242558646489,21170575,2024-11-12 09:01:59+00:00
0xba28d5c1d187eb6af956b605645df2972ddea94cf5055e884e572e6b491945fa,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,153496,33487877354,3.3487877354e-08,0.0,79654626,-20684402746594045414,0.79654626,-20.684402746594046,21170579,2024-11-12 09:02:47+00:00
0xf85768dc93b445190b21881e228b4fb3e00442e49ae87af3ef1a1a3a52949a48,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,147027,42935913970,4.293591397e-08,0.0,63044753,-16361993956245628304,0.63044753,-16.361993956245627,21170585,2024-11-12 09:03:59+00:00
0x8034defe997bc0b9121d26e1e34111ef144584cfc43f3afacce7ba0bf20b0cbd,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,189171,32508942735,3.2508942735e-08,0.0,94212755,-24435875442823363599,0.94212755,-24.435875442823363,21170588,2024-11-12 09:04:35+00:00
0x13994291a6fb17f9521e3505add1e6817d9c89738548400161dee469768a1a2d,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,146909,48031979202,4.8031979202e-08,0.0,69048970,-17897697897114996256,0.6904897,-17.897697897114995,21170595,2024-11-12 09:05:59+00:00
0xd1d24dfb8aa59112c8faec93601aa143b43fa2bdeaa9cdd1c605bb6dab17d249,0x4906FA6188f2614f2452a6D5c8dD11030619c493,0x817648d73Fd85c802cfdE8a29Eba9F68b783cA60,500000,34449320302,3.4449320302e-08,0.0,180000000,-46610995351194978287,1.8,-46.61099535119498,21170599,2024-11-12 09:06:47+00:00
0x4b0f5f359b028a43ca0be3bd71653fee924e2e8668f91576d3fc550e217a1e53,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,150626,35219511242,3.5219511242e-08,0.0,-101132154,26337892613373018112,-1.01132154,26.33789261337302,21170641,2024-11-12 09:15:23+00:00
0xdec9b197fc5eef7287fdebf4ec35f854d5bc472468b5464d59954c81720facdb,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,304384,35553454970,3.555345497e-08,0.0,-7803297,2033086972676320492,-0.07803297,2.0330869726763203,21170772,2024-11-12 09:41:35+00:00
0x8b7deec2a80a77bb2fb7ed5cbf9837600c5ca40aad6f1d5bf9ec74fa277a8c87,0xd4bC53434C5e12cb41381A556c3c47e1a86e80E3,0xd4bC53434C5e12cb41381A556c3c47e1a86e80E3,613177,53657167384,5.3657167384e-08,2.51e-16,-82257237,21439059471143796736,-0.82257237,21.439059471143796,21170797,2024-11-12 09:46:35+00:00
0xef35cbf91af3951a988e807ccc137784c16ff240f3e5f288a2897b307acd4480,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,226104,121797773891,1.21797773891e-07,2.1170799e-11,-111753204,29148960385153149304,-1.11753204,29.14896038515315,21170799,2024-11-12 09:46:59+00:00
0x80e0746770bbdec05b7b633485b61cef9cbde64e715fa55ee02e1efe696f1b65,0x1BF621Aa9ceE3F6154881c25041bB39AEd4ca7Cc,0x1BF621Aa9ceE3F6154881c25041bB39AEd4ca7Cc,243549,68557220266,6.8557220266e-08,0.0,-110729566,28907318860543289490,-1.10729566,28.90731886054329,21170804,2024-11-12 09:47:59+00:00
0xccfba03538147b448d3ab09c6fc71acc698d35d8e5840d38f0f41e3d813ed123,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,145217,50941346384,5.0941346384e-08,0.0,-68514417,17899233329118306304,-0.68514417,17.899233329118307,21170806,2024-11-12 09:48:23+00:00
0xc0fc46022470ac1b03636ddb44dad305af63aaee11207e907954a4d8753e5871,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,145267,50734661750,5.073466175e-08,0.0,-69606833,18194576959355949056,-0.69606833,18.19457695935595,21170808,2024-11-12 09:48:47+00:00
0xf96566b91cab0151f4df33b4aa455f44d54b1f2fc6fb2dfcd8836b054af84837,0xE592427A0AEce92De3Edee1F18E0157C05861564,0xE592427A0AEce92De3Edee1F18E0157C05861564,504945,56408599081,5.6408599081e-08,1.733546208475,-6610120,1728345569849575000,-0.0661012,1.728345569849575,21170819,2024-11-12 09:50:59+00:00
0xc668ecb70c521e4c63c8865c6179e63e632fff0841dca3833d254bafbda823bc,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,151826,68690895920,6.869089592e-08,0.0,-110804250,28985430069074223104,-1.1080425,28.985430069074223,21170901,2024-11-12 10:07:35+00:00
0x1c6e6f168aebae53c820c1dba6336f65b66873abe2c9a80ce8f966b5d2f0df95,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,226104,55279980851,5.5279980851e-08,2.1170965e-11,-78635183,20585734473857083571,-0.78635183,20.585734473857084,21170965,2024-11-12 10:20:23+00:00
0x72aa1f13c565df791093dbbc1588174a9dcfab64f5a31a272c61a7694d47238b,0x1BF621Aa9ceE3F6154881c25041bB39AEd4ca7Cc,0x1BF621Aa9ceE3F6154881c25041bB39AEd4ca7Cc,219723,69177846939,6.9177846939e-08,0.0,-94138005,24661075739030093660,-0.94138005,24.661075739030093,21170967,2024-11-12 10:20:47+00:00
0x89abf96b43d5e8050eab248298b26130e5d236905adc78b7c68ff8353050aac9,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,211648,35137662877,3.5137662877e-08,8.098826e-12,-63791405,16721732571582320140,-0.63791405,16.72173257158232,21170973,2024-11-12 10:21:59+00:00
0x65ffa9de613211f93843a3fdbaa3196bb308e0dd93220bf93e8fc1b33b8f262a,0x4906FA6188f2614f2452a6D5c8dD11030619c493,0x817648d73Fd85c802cfdE8a29Eba9F68b783cA60,500000,36720859949,3.6720859949e-08,0.0,-120000000,31478723173993145190,-1.2,31.478723173993146,21170976,2024-11-12 10:22:35+00:00
0xf152e7002ffbcf74d9cff5228c53fc289fcedc5f3cc962dd7ba9c47fe9ac03d7,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,183302,84360317466,8.4360317466e-08,0.0,-119392953,31349390569693028352,-1.19392953,31.34939056969303,21170998,2024-11-12 10:26:59+00:00
0x7e2ef602ea1ba9e22b11e35e45f01ca0f0748ec36510ecd265265f075216b4e1,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,226104,53774988783,5.3774988783e-08,2.1171023e-11,-70981675,18652285232141096409,-0.70981675,18.652285232141097,21171023,2024-11-12 10:31:59+00:00
0x03fecc272992256de1e1ee666def4c6fd452ec6dd15b32077226e3ca8eac10c2,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,0xDef1C0ded9bec7F1a1670819833240f027b25EfF,367277,54870123624,5.4870123624e-08,0.0,-26628078,7000000000000000000,-0.26628078,7.0,21171034,2024-11-12 10:34:11+00:00
0xf146950a5015cfd9f8e3a582686740b994ae8557c058522fd25d5ccd66e4b55d,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,403743,37152381635,3.7152381635e-08,0.0,-15051203,3957337208739354605,-0.15051203,3.9573372087393546,21171035,2024-11-12 10:34:23+00:00
0x7ab5d84c31990d6de34fe91f73639071e84fd5ff539782a4dbf28ac9600696dc,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,151798,39658209005,3.9658209005e-08,0.0,-107099759,28173199821724995584,-1.07099759,28.173199821724996,21171060,2024-11-12 10:39:35+00:00
0xa2efd41c6c0f73c19e677f82c6139789b2a52683c5e84d7404dd4b30f81ccc08,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,145207,50040708014,5.0040708014e-08,0.0,-65560548,17258196438208606208,-0.65560548,17.258196438208607,21171064,2024-11-12 10:40:23+00:00
0x2fe27507a293bef32782afc113169c37b7d213de51d74e7f72316aaf450e21a7,0xf081470f5C6FBCCF48cC4e5B82Dd926409DcdD67,0xf081470f5C6FBCCF48cC4e5B82Dd926409DcdD67,287136,56497194778,5.6497194778e-08,0.029450968292740364,-62827519,16547398596780596000,-0.62827519,16.547398596780596,21171113,2024-11-12 10:50:11+00:00
0x65f2991558ab70f997f0497c00b0ef1e9828b2e9c1ffd8f1d8af398bb7f7a144,0x5D5B7c8A86f833bE90A96FF3860246a93F208bc0,0x0250f06fc76297Fe28D0981F0566F1c0445B3cFE,129692,345418260722,3.45418260722e-07,0.0,-116425589,30686353718510430000,-1.16425589,30.68635371851043,21171113,2024-11-12 10:50:11+00:00
0x84dfae1d7f34f22539fdf7c3bb9dab3e6d6b204611a47ee83f5d686d3d9a5847,0x4906FA6188f2614f2452a6D5c8dD11030619c493,0x817648d73Fd85c802cfdE8a29Eba9F68b783cA60,300000,53872602262,5.3872602262e-08,0.0,-120000000,31658941107829497794,-1.2,31.6589411078295,21171114,2024-11-12 10:50:23+00:00
0xaeec32a2043b6cd59102cbb628403b1c9980534e155bb8caf685dfb7ffe6f2ac,0x668e50B019060f9284570a343e46e21D8e6b7549,0x668e50B019060f9284570a343e46e21D8e6b7549,250000,58017696268,5.8017696268e-08,0.0,-107297032,28333887820109365462,-1.07297032,28.333887820109364,21171115,2024-11-12 10:50:35+00:00
0xb4e87b07b418ed2120e684195a3fa013842ee1a68519fefb9c4346c0affd8d94,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,140068,93820984407,9.3820984407e-08,0.0,-14216056,3755964552712592896,-0.14216056,3.755964552712593,21171116,2024-11-12 10:50:47+00:00
0x5c4a83ef45d9b95e8067847a1f1b5e41a991c50e979d4cf69351a21bfeefb86f,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,0x68d3A973E7272EB388022a5C6518d9b2a2e66fBf,226104,414123351252,4.14123351252e-07,2.1171117e-11,-83329325,22025547426527600173,-0.83329325,22.0255474265276,21171117,2024-11-12 10:50:59+00:00
0x015d0ea891f5d64fd0584fb491b17eca90824db0cddd32d809f373317dc980fd,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,145238,200910705821,2.00910705821e-07,0.0,-43034075,11381066075776507904,-0.43034075,11.381066075776507,21171118,2024-11-12 10:51:11+00:00
0x30237b07fdb7db91fdca2bb2e42d323e752e0fe7d9a69857265afbd07a77fe8f,0x1f2F10D1C40777AE1Da742455c65828FF36Df387,0x1f2F10D1C40777AE1Da742455c65828FF36Df387,472998,1254544352416,1.254544352416e-06,1.75e-16,91175945,-23963460103191920641,0.91175945,-23.96346010319192,21171130,2024-11-12 10:53:35+00:00
0x8f22ba0ad4a90034dfd85b9d85c28905362facfcf286bfe205c52507067d0de3,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,0x3fC91A3afd70395Cd496C647d5a6CC9D4B2b7FAD,824892,75841973845,7.5841973845e-08,0.0,100000000,-26260654888983462137,1.0,-26.260654888983463,21171143,2024-11-12 10:56:11+00:00
0x86ceac302bd56114681c57b84bb5dc85ef5c1ca25ee459aa717a035cb9af0aa2,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,0xA69babEF1cA67A37Ffaf7a485DfFF3382056e78C,284130,50941833400,5.09418334e-08,1.3679872e-11,-68505391,18095921035512922613,-0.68505391,18.095921035512923,21171163,2024-11-12 11:00:23+00:00
0x0e56a077585c2735ef1a0cad6b84fe73251145fad5a56727604b0fcc82654e46,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,151783,40456679365,4.0456679365e-08,0.0,-103337415,27317504265288654848,-1.03337415,27.317504265288655,21171198,2024-11-12 11:07:23+00:00
0xf63eba3980583eb22900d22bece6197c33a190ed77ed1c03bd3e376938264945,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,145672,128535159333,1.28535159333e-07,0.0,-129548243,34281544632484814848,-1.29548243,34.28154463248482,21171202,2024-11-12 11:08:11+00:00
0x7771301e13268dd5d6e7fd984328b94004674010bd9443860210f38b83ab8148,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,145672,101238999929,1.01238999929e-07,0.0,-114282914,30274483843031027712,-1.14282914,30.274483843031028,21171209,2024-11-12 11:09:35+00:00
0xffa553ad904b7ccbd7cd281656e3cb157807dde2e9396a74716c04048f5d2710,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,138873,41046523205,4.1046523205e-08,0.0,-50843669,13478713272880834560,-0.50843669,13.478713272880835,21171210,2024-11-12 11:09:47+00:00
0x9e1b8c0f384da94d313a0347d75b32a0a335a3fd0fb103b11bbc53cb20b0c656,0x51C72848c68a965f66FA7a88855F9f7784502a7F,0x51C72848c68a965f66FA7a88855F9f7784502a7F,335187,34070815789,3.4070815789e-08,0.0,-147375320,39103531955047120896,-1.4737532,39.103531955047124,21171223,2024-11-12 11:12:23+00:00
