tickIdx,liquidityNet,timestamp,current_tick,pool_id,cumulative_liquidity
-887220,642878324010225,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,642878324010225
-887160,0,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,642878324010225
-152160,0,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,642878324010225
-92100,456406095307,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,643334730105532
0,10943161472679,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,654277891578211
92040,1620915153,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,654279512493364
92100,3628502567937,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657908015061301
114060,0,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657908015061301
115860,556573869747,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,658464588931048
130260,17251205334,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,658481840136382
139200,-556573869747,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657925266266635
145080,0,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657925266266635
145140,0,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657925266266635
148560,0,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657925266266635
151800,0,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657925266266635
152640,40166358066529,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,698091624333164
152880,-40166358066529,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657925266266635
153360,155684471699734,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,813609737966369
153420,-155684471699734,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657925266266635
153780,0,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657925266266635
154020,0,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657925266266635
154260,0,1737003602,264129,0xcbcdf9626bc03e24f779434178a73a0b4bad62ed,657925266266635
